Chapter,ID,Chunk,Fellowship
2,9,"To which
the other half of his mind always replied: 
[Frodo]: ‘Not yet.’

So it went on, until his forties were running out, and his
fiftieth birthday was drawing near: fifty was a number that
he felt was somehow significant (or ominous); it was at any
rate at that age that adventure had suddenly befallen Bilbo.

Frodo began to feel restless, and the old paths seemed too
well-trodden.",Negative
20,32,"[Sam]: ‘You don’t need to tell me that!’ said Sam.
[Sam]: ‘I came without any, and I’ve been worried ever since.’

[Sam]: ‘But I was wondering what these were made of, knowing a bit about 
rope-making: it’s in the family as you might say.’

[Elf]: ‘They are made of hithlain,’ said the Elf, 

[Elf]: ‘but there is no time now to instruct you in the art of their making.
Had we known that this craft delighted you, we could have taught
you much. But now alas! unless you should at some time
return hither, you must be content with our gift. May it serve
you well!’",Negative
10,43,"[Frodo]: ‘We must get off as early as possible.
Breakfast at six-thirty, please.’

[Mr. Butterbur]: ‘Right! I’ll see to the orders,’ said the landlord.

[Mr. Butterbur]: ‘Good night, Mr. Baggins – Underhill, I should say!
Good night – now, bless me!
Where’s your Mr. Brandybuck?’

[Frodo]: ‘I don’t know,’ said Frodo with sudden anxiety.
They had forgotten all about Merry, and it was getting late.

[Frodo]: ‘I am afraid he is out. He said something about 
going for a breath of air.’

[Mr. Butterbur]: ‘Well, you do want looking after and no 
mistake: your party might be on a holiday!’
said Butterbur.",Negative
6,26,"A heavy weight was settling steadily on Frodo’s heart, and
he regretted now with every step forward that he had ever
thought of challenging the menace of the trees.

He was, indeed, just about to stop and propose 
going back (if that was still possible), when things 
took a new turn.

The path stopped climbing, and became for a 
while nearly level. The dark trees drew aside, 
and ahead they could see the path going almost 
straight forward.",Negative
15,131,"[Legolas]: ‘Well,’ cried Legolas as he ran up, 
[Legolas]: ‘I have not brought the Sun.’

[Legolas]: ‘She is walking in the blue fields of the South, and a little
wreath of snow on this Redhorn hillock troubles her not at all.
But I have brought back a gleam of good hope for those who are 
doomed to go on feet. There is the greatest wind-drift
of all just beyond the turn, and there our Strong Men were
almost buried.’

[Legolas]: ‘They despaired, until I returned and told them
that the drift was little wider than a wall.’",Positive
11,83,"[Aragorn]: ‘At least one set was made, only a day or two ago, by 
heavy boots. At least one. I cannot now be certain, but I think 
there were many booted feet.’

He paused and stood in anxious thought. Each of the hobbits saw 
in his mind a vision of the cloaked and booted Riders.

If the horsemen had already found the dell,
the sooner Strider led them somewhere else the better.

Sam viewed the hollow with great dislike, now that he had heard
news of their enemies on the Road, only a few miles away.",Negative
13,26,"[Gandalf]: ‘Yes, you saw him for a moment as he is upon the other
side: one of the mighty of the Firstborn. He is an Elf-lord of
a house of princes.’

[Gandalf]: ‘Indeed there is a power in Rivendell to
withstand the might of Mordor, for a while: and elsewhere
other powers still dwell. There is power, too, of another 
kind in the Shire. But all such places will soon become islands
under siege, if things go on as they are going.’

[Gandalf]: ‘The Dark Lord is putting forth all his strength.’",Neutral
20,23,"[Elf Leader]: ‘They are fair garments, and the web is
good, for it was made in this land. They are Elvish robes
certainly, if that is what you mean.’

[Elf Leader]: ‘Leaf and branch, water
and stone: they have the hue and beauty of all these things
under the twilight of Lorien that we love; for we put the
thought of all that we love into all that we make.’

[Elf Leader]: ‘Yet they are
garments, not armour, and they will not turn shaft or blade.
But they should serve you well: they are light to wear, and
warm enough or cool enough at need.’",Neutral
3,16,"[Gandalf]: ‘Only for a short while, I hope,’ he
said.

[Gandalf]: ‘But I am going down beyond the southern borders to
get some news, if I can. I have been idle longer than I should.’

He spoke lightly, but it seemed to Frodo that he looked
rather worried.

[Frodo ]: ‘Has anything happened?’ he asked.

[Gandalf]: ‘Well no; but I have heard something that 
has made me anxious and needs looking into.
If I think it necessary after all for you to get off at once, 
I shall come back immediately, or at least send word.’",Negative
10,38,"[Mr. Butterbur]: ‘But why can’t you stay
here quiet for a bit, Mr. Underhill?
What are all these queer
goings on?’

[Mr. Butterbur]: ‘What are these black men after, 
and where do they come from, I’d like to know?’
[Frodo]: ‘I’m sorry I can’t explain it all,’ answered Frodo.

[Frodo]: ‘I am tired and very worried, and it’s a long tale.
But if you mean to help me, I ought to warn you that you 
will be in danger as long as I am in your house. These Black 
Riders: I am not sure, but I think, I fear they come from...’",Negative
20,34,"[Elves]: ‘These boats are light-built, and they are crafty and unlike the boats 
of other folk. They will not sink, lade them as you will; but they are
wayward if mishandled.’

[Elves]: ‘It would be wise if you accustomed
yourselves to stepping in and out, here where there is a
landing-place, before you set off downstream.’

The Company was arranged in this way: Aragorn, Frodo,
and Sam were in one boat; Boromir, Merry, and Pippin in
another; and in the third were Legolas and Gimli, who had
now become fast friends.

In this last boat most of the goods and packs were stowed.",Neutral
1,15,"[Gaffer]: ‘Well, so they say,’ said the Gaffer.

[Gaffer]: ‘You see: Mr. Drogo, he married poor Miss Primula Brandybuck. 
She was our Mr. Bilbo’s first cousin on the mother’s side (her mother 
being the youngest of the Old Took’s daughters); and Mr. Drogo was his 
second cousin. So Mr. Frodo is his first and second cousin, once removed 
either way, as the saying is, if you follow me.’",Neutral
13,66,"[Gloin]: ‘Nowhere are there any men so friendly
to us as the Men of Dale. They are good folk, the Bardings.
The grandson of Bard the Bowman rules them, Brand son
of Bain son of Bard. He is a strong king, and his realm now
reaches far south and east of Esgaroth.’

[Frodo]: ‘And what of your own people?’ asked Frodo.

[Gloin]: ‘There is much to tell, good and bad,’ said Gloin; 
[Gloin]: ‘yet it is mostly good: we have so far been fortunate, 
though we do not escape the shadow of these times.’",Neutral
13,50,"Frodo looked at them in wonder; for he had never before
seen Elrond, of whom so many tales spoke; and as they
sat upon his right hand and his left, Glorfindel, and even
Gandalf, whom he thought he knew so well, were revealed
as lords of dignity and power.

Gandalf was shorter in stature than the other two; but his
long white hair, his sweeping silver beard, and his broad
shoulders, made him look like some wise king of ancient
legend.",Positive
9,43,"Some of the hobbits had similar names.

The Mugworts, for instance, seemed numerous.

But most of them had natural names, such as Banks, 
Brockhouse, Longholes, Sandheaver, and Tunnelly, 
many of which were used in the Shire.

There were several Underhills from Staddle, and as
they could not imagine sharing a name without being related,
they took Frodo to their hearts as a long-lost cousin.",Neutral
16,128,"As the road climbed upwards, Frodo’s
spirits rose a little; but he still felt oppressed, and still at times
he heard, or thought he heard, away behind the Company
and beyond the fall and patter of their feet, a following foot-
step that was not an echo.

They had marched as far as the hobbits could endure
without a rest, and all were thinking of a place where they
could sleep, when suddenly the walls to right and left van-
ished.",Positive
16,143,"[Gandalf]: ‘Of what they brought to light the
Orcs have gathered nearly all, and given it in tribute to
Sauron, who covets it.’

[Gandalf]: ‘Mithril! All folk desired it. It could be beaten like copper,
and polished like glass; and the Dwarves could make of it a
metal, light and yet harder than tempered steel.’

[Gandalf]: ‘Its beauty was like to that of common silver, but the 
beauty of mithril did not tarnish or grow dim.’",Neutral
4,64,"[Old Maggot]: ‘Ah! but wait a minute!
I was going to say: after a bit of
supper, I’ll get out a small waggon, and I’ll drive you all to
the Ferry. That will save you a good step, and it might also
save you trouble of another sort.’

Frodo now accepted the invitation gratefully, to the relief
of Pippin and Sam.

The sun was already behind the western
hills, and the light was failing.

Two of Maggot’s sons and his
three daughters came in, and a generous supper was laid on
the large table.

The kitchen was lit with candles and the fire
was mended.

Mrs. Maggot bustled in and out.",Positive
13,113,"[Bilbo]: ‘As a matter of fact it was all mine. Except that Aragorn 
insisted on my putting in a green stone. He seemed to think it 
important. I don’t know why.’

[Bilbo]: ‘Otherwise he obviously thought the whole thing rather 
above my head, and he said that if I had the cheek to make 
verses about Earendil in the house of Elrond, it was my affair.
I suppose he was right.’

[Frodo]: ‘I don’t know,’ said Frodo.

[Frodo]: ‘It seemed to me to fit somehow, though I can’t explain. 
I was half asleep when you began, and it seemed to follow on 
from something that I was dreaming about. I didn’t understand 
that it was really you speaking until near the end.’",Neutral
20,4,"[Aragorn]: ‘Beyond
Lothlorien I do not know what Gandalf intended to do.
Indeed I do not think that even he had any clear purpose.’

[Celeborn]: ‘Maybe not,’ said Celeborn, 
[Celeborn]: ‘yet when you leave this land, you can no longer forget the 
Great River. As some of you know well, it cannot be crossed by travellers 
with baggage between Lorien and Gondor, save by boat.’

[Celeborn]: ‘And are not the
bridges of Osgiliath broken down and all the landings held
now by the Enemy?’",Neutral
14,214,"Frodo glanced at all the faces, but they were not turned to
him. All the Council sat with downcast eyes, as if in deep
thought.

A great dread fell on him, as if he was awaiting the
pronouncement of some doom that he had long foreseen and
vainly hoped might after all never be spoken.

An overwhelming longing to rest and remain at peace by Bilbo’s side in
Rivendell filled all his heart. At last with an effort he spoke,
and wondered to hear his own words, as if some other will
was using his small voice.",Negative
5,44,"[Merry]: ‘After that I kept my eyes open. In fact, I confess that I
spied.But you must admit that it was very intriguing, and
I was only in my teens.’

[Merry]: ‘I must be the only one in the Shire,
besides you Frodo, that has ever seen the old fellow’s secret
book.’
[Frodo]: ‘You have read his book!’ cried Frodo.

[Frodo]: ‘Good heavens above! Is nothing safe?’
[Merry]: ‘Not too safe, I should say,’ said Merry.

[Merry]: ‘But I have only had one rapid glance, and that was 
difficult to get. He never left the book about.’",Positive
13,60,"[Gloin]: ‘Welcome and well met!’ said the dwarf, turning towards
him. Then he actually rose from his seat and bowed.
[Gloin]: ‘Gloin at your service,’ he said, and bowed still lower.

[Frodo]: ‘Frodo Baggins at your service and your family’s,’ said
Frodo correctly, rising in surprise and scattering his cushions.

[Frodo]: ‘Am I right in guessing that you are the Gloin, one of the
twelve companions of the great Thorin Oakenshield?’
[Gloin]: ‘Quite right,’ answered the dwarf, gathering up the
cushions and courteously assisting Frodo back into his seat.",Positive
10,71,"[Nob]: ‘I gave a shout, but when I got up to the spot there
was no signs of them, and only Mr. Brandybuck lying by the
roadside. He seemed to be asleep.

[Nob]: ‘[Merry]: ‘‘I thought I had fallen into
deep water,’’ he says to me, when I shook him.
Very queer
he was, and as soon as I had roused him, he got up and ran
back here like a hare.’

[Merry]: ‘I am afraid that’s true,’ said Merry, 
[Merry]: ‘though I don’t know what I said.
I had an ugly dream, which I can’t remember.
I went to pieces.
I don’t know what came over me.’

[Aragorn]: ‘I do,’ said Strider.
[Aragorn]: ‘The Black Breath.’",Negative
14,51,"[Boromir]: ‘Of these words we could understand little, and we spoke to
our father, Denethor, Lord of Minas Tirith, wise in the lore of Gondor.’

[Boromir]: ‘This only would he say, that Imladris was of old
the name among the Elves of a far northern dale, where
Elrond the Halfelven dwelt, greatest of lore-masters.’",Neutral
8,84,"[Sam]: ‘He’s a caution and no mistake. I reckon we may go a good
deal further and see naught better, nor queerer. But I won’t
deny I’ll be glad to see this Prancing Pony he spoke of. I hope
it’ll be like The Green Dragon away back home!
What sort of folk are they in Bree?’
[Merry]: ‘There are hobbits in Bree,’ said Merry, 
[Merry]: ‘as well as Big Folk. I daresay it will be homelike enough.
The Pony is a good inn by all accounts.
My people ride out there now and again.’

[Frodo]: ‘It may be all we could wish,’ said Frodo; 
‘but it is outside the Shire all the same.
Don’t make yourselves too much at home!’",Positive
16,141,"[Sam]: ‘Then what do the dwarves want to come back for?’ asked Sam.
[Gandalf]: ‘For mithril,’ answered Gandalf.

[Gandalf]: ‘The wealth of Moria was
not in gold and jewels, the toys of the Dwarves; nor in iron,
their servant.’

[Gandalf]: ‘Such things they found here, it is true, especially
iron; but they did not need to delve for them: all things that
they desired they could obtain in traffic.’

[Gandalf]: ‘For here alone in the world was found Moria-silver, or 
true-silver as some have called it: mithril is the Elvish name.’",Neutral
2,61,"[Frodo]: ‘I wish it need not have happened in my time,’ said Frodo.

[Gandalf]: ‘So do I,’ said Gandalf, 
[Gandalf]: ‘and so do all who live to see such times.
But that is not for them to decide. All we have to
decide is what to do with the time that is given us.
And already, Frodo, our time is beginning to look black.’
[Gandalf]: ‘The Enemy is fast becoming very strong.
His plans are far from ripe, I think, but they are ripening.
We shall be hard put to it.’",Negative
22,58,"[Pippin]: ‘We must stop him,’ said Pippin.
[Pippin]: ‘And that is what he is worrying about, I am sure.
He knows we shan’t agree to his going east. And he doesn’t like to ask anyone 
to go with him, poor old fellow. Imagine it: going off to Mordor alone!’

Pippin shuddered.

[Pippin]: ‘But the dear silly old hobbit, he ought to
know that he hasn’t got to ask. He ought to know that if we
can’t stop him, we shan’t leave him.’",Negative
3,77,"[Pippin]: ‘All right, cousin Frodo! You can keep your secret for the
present, if you want to be mysterious. In the meanwhile 
what are we to do? I should like a bite and a sup, but somehow I
think we had better move on from here.’

[Pippin]: ‘Your talk of sniffing riders with invisible noses 
has unsettled me.’

[Frodo]: ‘Yes, I think we will move on now,’ said Frodo; 
[Frodo]: ‘but not on the road – in case that rider comes back, 
or another follows him. We ought to do a good step more today.
Buckland is still miles away.’

The shadows of the trees were long and thin on the grass,
as they started off again.",Negative
7,54,"Whether the morning and evening of one day or of many
days had passed Frodo could not tell. 

He did not feel either hungry or tired, only filled with wonder. 
The stars shone through the window and the silence of the 
heavens seemed to be round him. He spoke at last out of 
his wonder and a sudden fear of that silence:
[Frodo]: ‘Who are you, Master?’ he asked.

[Tom Bombadil]: ‘Eh, what?’ said Tom sitting up, and his 
eyes glinting in the gloom.

[Tom Bombadil]: ‘Don’t you know my name yet?
That’s the only answer. Tell me, who are you, alone, 
yourself and nameless?’",Negative
18,5,"Its face was still and unruffled.

About it lay a smooth sward, shelving down on all
sides to its bare unbroken rim.

[Gimli]: ‘There lies the Mirrormere, deep Kheled-zaram!’ said
Gimli sadly.

[Gimli]: ‘I remember that he said: ‘‘May you have joy of
the sight! But we cannot linger there.’’ Now long shall I
journey ere I have joy again. It is I that must hasten away,
and he that must remain.’

The Company now went down the road from the Gates.",Negative
2,95,"[Gandalf]: ‘But I expected to find it. I have come back from
dark journeys and long search to make that final test.
It is the last proof, and all is now only too clear.’ 

[Gandalf]: ‘Making out Gollum’s part, and fitting it into the gap 
in the history, required some thought.
I may have started with guesses about Gollum, but
I am not guessing now. I know. I have seen him.’

[Frodo]: ‘You have seen Gollum?’ exclaimed Frodo in amazement.

[Gandalf]: ‘Yes. The obvious thing to do, of course, if one could.
I tried long ago; but I have managed it at last.’

[Frodo]: ‘Then what happened after Bilbo escaped from him?
Do you know that?’",Positive
22,25,"Boromir strode up and down, speaking ever more loudly.
Almost he seemed to have forgotten Frodo, while his talk
dwelt on walls and weapons, and the mustering of men; and
he drew plans for great alliances and glorious victories to be;
and he cast down Mordor, and became himself a mighty
king, benevolent and wise. Suddenly he stopped and waved
his arms.

[Boromir]: ‘And they tell us to throw it away!’ he cried.",Negative
8,52,"Raising his right hand he said in a clear and
commanding voice:

[Tom Bombadil]: ‘Wake now my merry lads!
Wake and hear me calling!
Warm now be heart and limb!
The cold stone is fallen;
Dark door is standing wide; dead hand is broken.
Night under Night is flown, and the Gate is open!’

To Frodo’s great joy the hobbits stirred, stretched their
arms, rubbed their eyes, and then suddenly sprang up.",Positive
14,27,"Thereupon Elrond paused a while and sighed.

[Elrond]: ‘I remember well the splendour of their banners,’ he said.

[Elrond]: ‘It recalled to me the glory of the Elder Days and the hosts 
of Beleriand, so many great princes and captains were assembled.
And yet not so many, nor so fair, as when Thangorodrim was broken,
and the Elves deemed that evil was ended for ever, and it was
not so.’

[Frodo]: ‘You remember?’ said Frodo, speaking his thought aloud
in his astonishment.",Positive
17,5,"[Gandalf]: ‘It seems to be a record of the
fortunes of Balin’s folk,’ he said.

[Gandalf]: ‘I guess that it began with their coming to Dimrill Dale nigh 
on thirty years ago: the pages seem to have numbers referring to the 
years after their arrival. The top page is marked one – three, so at 
least two are missing from the beginning.’",Neutral
12,59,"But they had not gone very far before Pippin came running
back, followed by Merry. They both looked terrified.

[Pippin]: ‘There are trolls!’ Pippin panted.
[Pippin]: ‘Down in a clearing in the woods not far below.
We got a sight of them through the tree-trunks.
They are very large!’

[Aragorn]: ‘We will come and look at them,’ said Strider, 
picking up a stick. Frodo said nothing, but Sam looked scared.",Negative
14,122,"[Gandalf]: ‘[Radagast]: ‘‘I have been told that wherever they go the Riders 
ask for news of a land called Shire.’’ [Gandalf]: ‘‘The Shire,’’ I said; but 
my heart sank.’

[Gandalf]: ‘For even the Wise might fear to withstand the Nine, when they 
are gathered together under their fell chieftain. A great king and sorcerer
he was of old, and now he wields a deadly fear.’

[Gandalf]: ‘[Gandalf]: ‘‘Who told you, and who sent you?’’ I asked.
[Radagast]: ‘‘Saruman the White,’’ answered Radagast.
[Radagast]: ‘‘And he told me to say that if you feel the need, he will help; 
but you must seek his aid at once, or it will be too late.’’ ’",Negative
12,83,"[Aragorn]: ‘This is Glorfindel, who dwells in the house of Elrond,’ 
said Strider.

[Glorfindel]: ‘Hail, and well met at last!’ said the Elf-lord to Frodo.

[Glorfindel]: ‘I was sent from Rivendell to look for you.
We feared that you were in danger upon the road.’

[Frodo]: ‘Then Gandalf has reached Rivendell?’ cried Frodo
joyfully.

[Glorfindel]: ‘No. He had not when I departed; but that 
was nine days ago,’ answered Glorfindel.

[Glorfindel]: ‘Elrond received news that troubled him.’",Positive
7,29,"At his side Pippin lay dreaming pleasantly; but a change
came over his dreams and he turned and groaned.

Suddenly he woke, or thought he had waked, and yet still
heard in the darkness the sound that had disturbed his 
dream: tip-tap, squeak: the noise was like branches 
fretting in the wind, twig-fingers scraping wall and 
window: creak, creak, creak.

He wondered if there were willow-trees close to the house;
and then suddenly he had a dreadful feeling that he was not
in an ordinary house at all, but inside the willow and listening
to that horrible dry creaking voice laughing at him again.",Negative
18,51,"[Legolas]: ‘Then many of the Elves of Nimrodel’s kindred left 
their dwellings and departed, and she was lost far in the South, 
in the passes of the White Mountains; and she came not to the 
ship where Amroth her lover waited for her.’

[Legolas]: ‘But in the spring when the
wind is in the new leaves the echo of her voice may still be
heard by the falls that bear her name.’",Neutral
13,12,"Gandalf smiled.

[Gandalf]: ‘I have heard all about Sam,’ he said.

[Gandalf]: ‘He has no more doubts now.’
[Frodo]: ‘I am glad,’ said Frodo.

[Frodo]: ‘For I have become very fond of Strider.
Well, fond is not the right word.
I mean he is dear to me; though he is strange, and 
grim at times. In fact, he reminds me often of you. 
I didn’t know that  any of the Big People were like that.’

[Frodo]: ‘I thought, well, that they were just big,
and rather stupid: kind and stupid like Butterbur; or stupid
and wicked like Bill Ferny. But then we don’t know much
about Men in the Shire, except perhaps the Bree-landers.’",Positive
16,152,"[Boromir]: ‘No indeed!’ said Boromir.
[Boromir]: ‘Which way shall we take? Yonder eastward arch?’
[Gandalf]: ‘Maybe,’ said Gandalf.
[Gandalf]: ‘But I do not know yet exactly where we are.’

[Gandalf]: ‘Unless I am quite astray, I guess that we are
above and to the north of the Great Gates; and it may not be
easy to find the right road down to them. The eastern arch
will probably prove to be the way that we must take; but
before we make up our minds we ought to look about us.’

[Gandalf]: ‘Let us go towards that light in the north door. If we could find a
window it would help, but I fear that the light comes only down deep shafts.’",Negative
10,64,"[Aragorn]: ‘I have been watching the East Road
anxiously.’

[Frodo]: ‘Do you think the Black Riders have anything to do with
it – with Gandalf’s absence, I mean?’ asked Frodo.

[Aragorn]: ‘I do not know of anything else that could have hindered
him, except the Enemy himself,’ said Strider.

[Aragorn]: ‘But do not give up hope! Gandalf is greater than 
you Shire-folk know – as a rule you can only see his jokes and 
toys. But this business of ours will be his greatest task.’",Negative
22,80,"[Sam]: ‘But not alone. I’m coming too, or neither of us isn’t going. I’ll knock 
holes in all the boats first.’
Frodo actually laughed.

A sudden warmth and gladness touched his heart.

[Frodo]: ‘Leave one!’ he said.

[Frodo]: ‘We’ll need it. But you can’t come like this without your gear or 
food or anything.’

[Sam]: ‘Just hold on a moment, and I’ll get my stuff!’ cried Sam
eagerly.

[Sam]: ‘It’s all ready. I thought we should be off today.’",Positive
14,77,"[Gandalf]: ‘Some here will remember that many years ago I myself
dared to pass the doors of the Necromancer in Dol Guldur,
and secretly explored his ways, and found thus that our fears
were true: he was none other than Sauron, our Enemy of
old, at length taking shape and power again.’

[Gandalf]: ‘Some, too, will remember also that Saruman dissuaded 
us from open deeds against him, and for long we watched him only.’",Negative
2,147,"[Sam]: ‘Lor bless me, sir, but I do love tales of that sort.
And I believe them too, whatever Ted may say.Elves, sir!
I would dearly love to see them.’

[Sam]: ‘Couldn’t you take
me to see Elves, sir, when you go?’

Suddenly Gandalf laughed.

[Gandalf]: ‘Come inside!’ he shouted, and
putting out both his arms he lifted the astonished Sam, shears,
grass-clippings and all, right through the window and stood
him on the floor.

[Gandalf]: ‘Take you to see Elves, eh?’ he said, eyeing
Sam closely, but with a smile flickering on his face.",Positive
20,22,"Each cloak was fastened about
the neck with a brooch like a green leaf veined with silver.

[Pippin]: ‘Are these magic cloaks?’ asked Pippin, looking at them
with wonder.

[Elf Leader]: ‘I do not know what you mean by that,’ answered the
leader of the Elves.

[Elf Leader]: ‘They are fair garments, and the web is
good, for it was made in this land. They are Elvish robes
certainly, if that is what you mean.’",Positive
4,40,"Pippin laughed.

[Pippin]: ‘Well, it’s time you made it up. Especially
if you are coming back to live in Buckland.
Old Maggot is really a stout fellow – if you leave his 
mushrooms alone. Let’s get into the lane and then we 
shan’t be trespassing. If we meet him, I’ll do the talking.
He is a friend of Merry’s, and I used to come here with 
him a good deal at one time.’

They went along the lane, until they saw the thatched roofs
of a large house and farm-buildings peeping out among the
trees ahead.",Positive
14,54,"[Elrond]: ‘He is Aragorn son of Arathorn,’ said Elrond; 
[Elrond]: ‘and he is descended through many fathers from Isildur 
Elendil’s son of Minas Ithil. He is the Chief of the Dunedain in the 
North, and few are now left of that folk.’

[Frodo]: ‘Then it belongs to you, and not to me at all!’ cried Frodo
in amazement, springing to his feet, as if he expected the
Ring to be demanded at once.",Positive
15,55,"[Elrond]: ‘The Ring-bearer is setting out on the Quest
of Mount Doom.’

[Elrond]: ‘On him alone is any charge laid: neither to
cast away the Ring, nor to deliver it to any servant of the
Enemy nor indeed to let any handle it, save members of the
Company and the Council, and only then in gravest need.
The others go with him as free companions, to help him on
his way.’

[Elrond]: ‘You may tarry, or come back, or turn aside into
other paths, as chance allows.’",Neutral
22,71,"He sped up the path. Sam did his best, but he could not keep up with Strider
the Ranger, and soon fell behind.

He had not gone far before Aragorn was out of sight ahead.
Sam stopped and puffed. Suddenly he clapped his hand to his head.

[Sam]: ‘Whoa, Sam Gamgee!’ he said aloud.

[Sam]: ‘Your legs are too short, so use your head! Let me see now! 
Boromir isn’t lying, that’s not his way; but he hasn’t told us everything.
Something scared Mr. Frodo badly.’",Negative
1,125,"Her face looked as if she
was in the throes of thinking out a really crushing parting
remark; but all she found to say, turning round on the step,
was:
[Lobelia]: ‘You’ll live to regret it, young fellow!
Why didn’t you go too?
You don’t belong here; you’re no Baggins – you – you’re
a Brandybuck!’
[Frodo]: ‘Did you hear that, Merry?
That was an insult, if you like,’
said Frodo as he shut the door on her.

[Merry ]: ‘It was a compliment,’ said Merry Brandybuck, 
[Merry ]: ‘And so, of course, not true.’",Negative
4,43,"The largest and most ferocious of the three halted in front 
of Frodo, bristling and growling.

Through the gate there now appeared a broad thick-set
hobbit with a round red face.

[Old Maggot]: ‘Hallo! Hallo! And who may you be, and what may 
you be wanting?’ he asked.

[Pippin]: ‘Good afternoon, Mr. Maggot!’ said Pippin.

The farmer looked at him closely.

[Old Maggot]: ‘Well, if it isn’t Master
Pippin – Mr. Peregrin Took, I should say!’
he cried, changing from a scowl to a grin.",Positive
17,62,"Its streaming mane kindled, and blazed behind it. In its right hand was 
a blade like a stabbing tongue of fire; in its left it held a whip of many
thongs.

[Legolas]: ‘Ai! ai!’ wailed Legolas.
[Legolas]: ‘A Balrog! A Balrog is come!’
Gimli stared with wide eyes.
[Gimli]: ‘Durin’s Bane!’ he cried, and
letting his axe fall he covered his face.

[Gandalf]: ‘A Balrog,’ muttered Gandalf.
[Gandalf]: ‘Now I understand.’",Negative
18,121,"Haldir had gone on and was now climbing to the high flet.

As Frodo prepared to follow him, he laid his hand upon the
tree beside the ladder: never before had he been so suddenly
and so keenly aware of the feel and texture of a tree’s skin
and of the life within it.

He felt a delight in wood and the touch of it, neither as forester 
nor as carpenter; it was the delight of the living tree itself.",Positive
3,92,"[Sam]: ‘What about the Elves?’ said Sam, too excited to trouble
about the rider.’
[Sam]: ‘Can’t we go and see them?’
[Frodo]: ‘Listen! They are coming this way,’ said Frodo.

[Frodo]: ‘We have only to wait.’

The singing drew nearer. One clear voice rose now above the others.
It was singing in the fair elven-tongue, of which Frodo knew only a 
little, and the others knew nothing. Yet the sound blending with the 
melody seemed to shape itself in their thought into words which 
they only partly under- stood. This was the song as Frodo heard it:",Positive
4,38,"[Frodo]: ‘One trouble after another!’ said Frodo, looking nearly as
much alarmed as if Pippin had declared the lane was the
slot leading to a dragon’s den.

The others looked at him in surprise.

[Pippin]: ‘What’s wrong with old Maggot?’ asked Pippin.

[Pippin]: ‘He’s a good friend to all the Brandybucks.

Of course he’s a terror to trespassers, and keeps ferocious dogs – 
but after all, folk down here are near the border and have to be 
more on their guard.’

[Frodo]: ‘I know,’ said Frodo.
[Frodo]: ‘But all the same,’ he added with a
shamefaced laugh, 
[Frodo]: ‘I am terrified of him and his dogs.
I have avoided his farm for years and years.’",Negative
7,32,"A little breath of sweet air moved the curtain.
He breathed deep and fell asleep again.
As far as he could remember, Sam slept through the night
in deep content, if logs are contented.

They woke up, all four at once, in the morning light. Tom
was moving about the room whistling like a starling.
When he heard them stir he clapped his hands, and cried: 

[Tom Bombadil]: ‘Hey! Come merry dol!
derry dol!
My hearties!’",Positive
16,81,"The stone vanished with a soft slap; but at the same instant
there was a swish and a bubble. Great rippling rings formed
on the surface out beyond where the stone had fallen, and
they moved slowly towards the foot of the cliff.

[Frodo]: ‘Why did you do that, Boromir?’ said Frodo.

[Frodo]: ‘I hate this place, too, and I am afraid.
I don’t know of what: not of
wolves, or the dark behind the doors, but of something else.’",Negative
19,17,"[Galadriel]: ‘Nay, there was no change of counsel,’ said the Lady
Galadriel, speaking for the first time.

Her voice was clear and musical, but deeper than woman’s wont.

[Galadriel]: ‘Gandalf the Grey set out with the Company, but he did 
not pass the borders of this land.’

[Galadriel]: ‘Now tell us where he is; for I much desired to
speak with him again.’",Neutral
8,53,"They looked about in amazement, first at Frodo, 
and then at Tom standing large as life on the barrow-top 
above them; and then at themselves in their thin white rags, 
crowned and belted with pale gold, and jingling with trinkets.

[Merry]: ‘What in the name of wonder?’ began Merry, 
feeling the golden circlet that had slipped over one eye.

Then he stopped, and a shadow came over his face, 
and he closed his eyes.

[Merry]: ‘Of course, I remember!’ he said.",Negative
16,21,"[Boromir]: ‘Then let us start as soon as it is light tomorrow, if we can,’
said Boromir.

[Boromir]: ‘The wolf that one hears is worse than the orc
that one fears.’
[Aragorn]: ‘True!’ said Aragorn, loosening his sword in its sheath.

[Aragorn]: ‘But where the warg howls, there also the orc prowls.’
[Pippin]: ‘I wish I had taken Elrond’s advice,’ muttered Pippin to
Sam.

[Pippin]: ‘I am no good after all. There is not enough of the
breed of Bandobras the Bullroarer in me: these howls freeze
my blood. I don’t ever remember feeling so wretched.’",Negative
6,1,"Frodo woke suddenly. It was still dark in the room.
Merry was standing there with a candle in one hand, 
and banging on the door with the other.

[Frodo]: ‘All right! What is it?’ said Frodo,
still shaken and bewildered.

[Merry]: ‘What is it!’ cried Merry.
[Merry]: ‘It is time to get up. It is half past
four and very foggy. Come on!
Sam is already getting breakfast
ready. Even Pippin is up.’
[Merry]: ‘I am just going to saddle the ponies,
and fetch the one that is to be the 
baggage-carrier. Wake that sluggard Fatty! 
At least he must get up and see us off.’",Negative
